"","ENT_REGIS","MUN_REGIS","LOC_REGIS","TAM_LOC_RE","DIA_REGIS","MES_REGIS","ANIO_REGIS","REGIMEN_MA","GENERO","SEXO_CON1","EDAD_CON1","NACI_CON1","OCUP_CON1","ENTRH_CON1","MUNRH_CON1","LOCRH_CON1","TLORH_CON1","ESCOL_CON1","CONACTCON1","SITLABCON1","POSTRACON1","SEXO_CON2","EDAD_CON2","NACI_CON2","OCUP_CON2","ENTRH_CON2","MUNRH_CON2","LOCRH_CON2","TLORH_CON2","ESCOL_CON2","CONACTCON2","SITLABCON2","POSTRACON2","TIPO_CON","NOM_LOC"
"9886",26,55,1,13,7,6,2017,1,1,1,33,1,4,26,55,1,13,4,1,1,2,2,24,1,11,26,55,1,13,5,2,3,NA,1,"San Javier"
"9887",26,55,1,13,22,3,2017,1,1,1,88,1,11,26,55,1,13,1,2,4,NA,2,67,1,11,26,55,1,13,4,2,3,NA,1,"San Javier"
"9888",26,55,1,13,8,11,2017,1,1,1,42,1,NA,26,55,1,13,4,1,1,2,2,48,1,NA,26,55,1,13,4,1,1,2,1,"San Javier"
"9889",26,55,1,13,17,2,2017,1,1,1,45,1,NA,2,2,1323,1,5,1,1,2,2,39,1,11,2,2,7777,1,5,2,3,NA,1,"San Javier"
"9890",26,55,1,13,15,2,2017,1,1,1,42,1,NA,26,55,1,13,5,1,1,2,2,42,1,11,26,55,1,13,5,2,3,NA,1,"San Javier"
"9891",26,55,1,13,7,12,2017,1,1,1,50,1,9,2,2,242,2,5,1,1,2,2,52,1,11,2,2,242,2,5,2,3,NA,1,"San Javier"
"9892",26,55,1,13,16,6,2017,1,1,1,53,2,2,33,999,9999,NA,7,1,1,2,2,29,1,2,26,55,1,13,7,1,1,2,1,"San Javier"
"9893",26,55,1,13,17,2,2017,1,1,1,27,1,NA,26,55,1,13,5,1,1,2,2,26,1,NA,26,55,1,13,5,1,1,2,1,"San Javier"
"9894",26,55,1,13,15,2,2017,1,1,1,35,1,2,26,55,1,13,7,1,1,2,2,28,1,11,26,55,1,13,7,2,3,NA,1,"San Javier"
"9895",26,55,1,13,13,9,2017,1,1,1,30,1,NA,26,55,1,13,7,1,1,2,2,27,1,11,26,55,1,13,5,2,3,NA,1,"San Javier"
"9896",26,55,1,13,13,2,2017,1,1,1,37,1,2,26,55,1,13,7,1,1,2,2,33,1,2,26,55,1,13,7,1,1,2,1,"San Javier"
"9897",26,55,1,13,3,3,2017,1,1,1,27,1,2,26,55,1,13,7,1,1,2,2,26,1,2,26,55,1,13,7,1,1,2,1,"San Javier"
"9898",26,55,1,13,29,5,2017,1,1,1,39,1,NA,26,55,1,13,6,1,1,2,2,53,1,11,33,999,9999,NA,6,2,3,NA,1,"San Javier"
"9899",26,55,1,13,4,12,2017,1,1,1,27,1,2,2,2,1,15,5,1,1,2,2,23,2,11,2,2,1,15,5,2,3,NA,1,"San Javier"
"9900",26,55,1,13,4,5,2017,1,1,1,53,1,NA,26,55,1,13,6,1,1,2,2,44,1,NA,26,55,1,13,6,1,1,2,1,"San Javier"
"9901",26,55,1,13,18,5,2017,1,1,1,59,2,7,2,5,1,11,6,1,1,2,2,55,1,5,2,5,1,11,6,1,1,4,1,"San Javier"
"9902",26,55,1,13,7,4,2017,1,1,1,55,1,9,26,55,1,13,5,1,1,3,2,43,1,11,26,55,1,13,5,2,3,NA,1,"San Javier"
"9903",26,55,1,13,31,3,2017,1,1,1,22,1,9,26,55,1,13,6,1,1,4,2,21,1,NA,33,999,9999,NA,6,1,1,2,1,"San Javier"
"9904",12,75,13,4,18,8,2017,1,1,1,22,1,6,12,75,3,1,5,1,1,3,2,20,1,11,12,75,3,1,5,2,3,NA,1,"Rancho de las Lomas"
"9905",12,75,13,4,14,2,2017,1,1,1,24,1,7,12,75,13,4,5,1,1,1,2,16,1,11,12,75,13,4,5,2,3,NA,1,"Rancho de las Lomas"
"9906",12,75,13,4,3,2,2017,1,1,1,20,1,NA,12,75,13,4,5,1,1,3,2,23,1,11,12,75,13,4,4,2,3,NA,1,"Rancho de las Lomas"
"9907",30,11,1,8,7,2,2017,2,1,1,63,1,NA,30,11,1,8,4,1,1,2,2,62,1,11,30,11,1,8,5,2,3,NA,1,"Altotonga"
"9908",30,11,1,8,25,3,2017,1,1,1,31,1,4,30,11,1,8,6,1,1,2,2,22,1,11,30,11,1,8,7,2,3,NA,1,"Altotonga"
"9909",30,11,1,8,27,4,2017,1,1,1,43,1,NA,30,11,3,5,6,1,1,3,2,35,1,11,30,11,3,5,6,2,3,NA,1,"Altotonga"
"9910",30,11,1,8,25,8,2017,1,1,1,35,1,11,30,11,1,8,6,2,4,NA,2,22,1,11,30,181,190,1,7,2,2,NA,1,"Altotonga"
"9911",30,11,1,8,22,7,2017,1,1,1,34,1,7,30,193,1,14,6,1,1,2,2,37,1,2,30,11,1,8,7,1,1,2,1,"Altotonga"
"9912",30,11,1,8,24,5,2017,1,1,1,42,2,7,30,28,1,5,4,1,1,2,2,33,1,11,30,11,4,2,4,2,3,NA,1,"Altotonga"
"9913",30,11,1,8,8,2,2017,1,1,1,23,1,7,30,11,1,8,6,1,1,1,2,28,1,11,30,11,1,8,5,2,3,NA,1,"Altotonga"
"9914",30,11,1,8,5,6,2017,2,1,1,40,2,NA,30,11,1,8,6,1,1,2,2,31,1,11,30,11,1,8,6,2,3,NA,1,"Altotonga"
"9915",24,20,1,12,17,4,2017,2,1,1,25,1,NA,24,28,1,15,6,1,1,2,2,25,1,2,24,20,1,12,7,1,1,2,1,"Lagunillas"
"9916",24,20,1,12,24,11,2017,2,1,1,32,1,2,24,20,1,12,5,1,1,2,2,27,1,3,24,20,1,12,5,1,1,2,1,"Lagunillas"
"9917",24,20,1,12,21,1,2017,2,1,1,25,1,2,24,20,1,12,7,1,1,4,2,24,1,2,24,20,1,12,7,1,1,4,1,"Lagunillas"
"9918",24,20,1,12,30,6,2017,2,1,1,21,1,NA,24,20,1,12,5,1,1,2,2,20,1,11,24,20,1,12,5,2,3,NA,1,"Lagunillas"
"9919",24,20,1,12,19,8,2017,2,1,1,27,1,NA,24,20,1,12,6,1,1,2,2,22,1,NA,24,20,1,12,7,1,1,2,1,"Lagunillas"
"9920",24,20,1,12,26,8,2017,2,1,1,43,1,NA,24,20,1,12,6,1,1,2,2,42,1,5,24,20,1,12,6,1,1,4,1,"Lagunillas"
"9921",24,20,1,12,20,5,2017,2,1,1,72,1,1,24,20,1,12,6,1,1,4,2,54,1,1,24,20,1,12,7,1,1,4,1,"Lagunillas"
"9922",24,20,1,12,6,11,2017,2,1,1,21,1,7,24,20,7777,1,5,1,1,1,2,18,1,11,24,20,1,12,4,2,3,NA,1,"Lagunillas"
"9923",24,20,1,12,21,4,2017,2,1,1,21,1,9,24,20,93,1,5,1,1,3,2,18,1,11,24,20,7777,1,5,2,3,NA,1,"Lagunillas"
"9924",24,20,1,12,30,12,2017,2,1,1,30,1,7,24,20,1,12,6,1,1,1,2,32,1,2,24,20,1,12,7,1,1,2,1,"Lagunillas"
"9925",24,20,1,12,18,11,2017,2,1,1,36,1,2,24,20,1,12,7,1,1,4,2,34,1,2,24,20,1,12,7,1,1,2,1,"Lagunillas"
"9926",24,20,1,12,17,4,2017,2,1,1,27,2,NA,33,999,9999,NA,5,1,1,2,2,20,1,NA,19,14,7777,1,5,1,1,2,1,"Lagunillas"
"9927",24,20,1,12,23,9,2017,2,1,1,27,1,2,24,20,1,12,6,1,1,2,2,24,1,11,24,20,1,12,6,2,3,NA,1,"Lagunillas"
"9928",24,20,1,12,9,12,2017,2,1,1,22,1,NA,24,20,7777,1,6,1,1,2,2,20,1,NA,24,20,7777,1,6,1,1,2,1,"Lagunillas"
"9929",24,20,1,12,27,12,2017,2,1,1,21,1,6,24,20,100,1,6,1,1,3,2,23,1,11,19,39,1,16,6,2,2,NA,1,"Lagunillas"
"9930",24,20,1,12,17,12,2017,2,1,1,32,1,NA,24,20,1,12,5,1,1,2,2,35,1,11,24,20,1,12,6,2,3,NA,1,"Lagunillas"
"9931",24,20,1,12,29,7,2017,2,1,1,37,1,NA,24,48,1,4,5,1,1,2,2,32,1,NA,24,48,1,4,5,1,1,2,1,"Lagunillas"
"9932",7,23,18,2,15,5,2017,1,1,1,55,1,6,7,23,64,2,4,1,1,3,2,43,1,11,7,23,64,2,1,2,3,NA,1,"Tzununil"
"9933",30,84,1,2,17,12,2017,2,1,1,27,1,6,30,84,11,1,4,1,1,3,2,26,1,11,30,84,11,1,4,2,3,NA,1,"Ixhuatl n de Madero"
"9934",30,84,1,2,19,1,2017,1,1,1,47,1,6,30,84,62,1,3,1,1,3,2,47,1,11,30,84,62,1,4,2,3,NA,1,"Ixhuatl n de Madero"
"9935",30,84,1,2,12,1,2017,2,1,1,62,1,6,30,84,1,2,1,1,1,3,2,47,1,11,30,84,1,2,1,2,3,NA,1,"Ixhuatl n de Madero"
"9936",30,84,1,2,19,1,2017,1,1,1,22,1,NA,30,84,1,2,5,1,1,2,2,19,1,11,30,84,1,2,5,2,3,NA,1,"Ixhuatl n de Madero"
"9937",17,12,1,7,8,3,2017,2,1,1,35,1,6,17,12,1,7,6,1,1,3,2,32,1,11,12,58,1,8,5,2,3,NA,1,"Jiutepec"
"9938",17,12,1,7,5,5,2017,1,1,1,29,1,NA,9,999,9999,NA,7,1,1,2,2,23,1,11,17,31,1,8,6,2,3,NA,1,"Jiutepec"
"9939",17,12,1,7,29,12,2017,1,1,1,44,1,6,17,12,1,7,5,1,1,3,2,41,1,11,9,6,1,14,4,2,3,NA,1,"Jiutepec"
"9940",17,12,1,7,26,5,2017,1,1,1,53,1,NA,15,33,1,17,NA,1,1,NA,2,45,1,NA,9,999,9999,NA,NA,1,1,NA,1,"Jiutepec"
"9941",17,12,1,7,1,3,2017,1,1,1,23,1,NA,17,31,1,8,5,1,1,2,2,18,1,11,17,12,1,7,5,2,3,NA,1,"Jiutepec"
"9942",17,12,1,7,31,3,2017,2,1,1,41,1,NA,15,106,1,14,7,1,1,2,2,33,1,4,9,7,1,17,7,1,1,2,1,"Jiutepec"
"9943",17,12,1,7,20,1,2017,2,1,1,38,1,NA,17,7,1,14,6,1,1,2,2,36,1,11,17,24,1,6,4,2,3,NA,1,"Jiutepec"
"9944",17,12,1,7,1,12,2017,1,1,1,31,1,NA,15,104,1,15,NA,1,1,NA,2,32,1,2,9,11,1,14,7,1,1,NA,1,"Jiutepec"
"9945",17,12,1,7,18,8,2017,1,1,1,23,1,2,17,25,1,7,5,1,1,4,2,20,1,1,17,12,1,7,5,1,1,2,1,"Jiutepec"
"9946",14,21,1,6,6,9,2017,2,1,1,50,1,6,14,21,1,6,4,1,1,3,2,26,1,11,14,21,1,6,5,2,3,NA,1,"Cabo Corrientes"
"9947",14,21,1,6,6,1,2017,1,2,2,29,1,NA,14,21,18,2,5,1,1,2,2,29,1,NA,14,21,1,6,6,1,1,2,3,"Cabo Corrientes"
"9948",20,414,1,4,12,10,2017,1,1,1,23,1,6,20,44,33,1,5,1,1,3,2,21,1,11,20,44,33,1,5,2,3,NA,1,"Santa Mar¡a Yolotepec"
"9949",20,414,1,4,21,2,2017,1,1,1,26,1,NA,20,414,1,4,7,1,1,2,2,18,1,11,20,414,1,4,5,2,3,NA,1,"Santa Mar¡a Yolotepec"
"9950",20,414,1,4,26,4,2017,1,1,1,18,1,6,20,414,1,4,5,1,1,3,2,20,1,11,20,414,1,4,6,2,3,NA,1,"Santa Mar¡a Yolotepec"
"9951",20,414,1,4,6,12,2017,1,1,1,22,1,6,20,44,33,1,5,1,1,3,2,18,1,11,20,44,33,1,4,2,3,NA,1,"Santa Mar¡a Yolotepec"
"9952",13,76,1,8,7,1,2017,2,1,1,33,1,NA,9,16,1,14,NA,1,1,NA,2,33,1,NA,24,28,1,15,NA,1,1,NA,1,"Tolcayuca"
"9953",13,76,1,8,17,11,2017,2,1,1,21,1,7,13,63,1,9,7,1,1,1,2,20,1,11,13,76,1,8,6,2,3,NA,1,"Tolcayuca"
"9954",13,76,1,8,13,10,2017,1,1,1,41,1,NA,13,76,9999,NA,7,1,1,2,2,30,1,NA,13,76,24,5,7,1,1,2,1,"Tolcayuca"
"9955",13,76,1,8,17,4,2017,1,1,1,36,1,4,15,71,41,1,6,1,1,4,2,29,1,NA,13,76,1,8,7,1,1,2,1,"Tolcayuca"
"9956",13,76,1,8,29,6,2017,2,1,1,27,1,2,13,76,1,8,7,1,1,2,2,25,1,11,13,76,1,8,7,2,3,NA,1,"Tolcayuca"
"9957",13,76,1,8,25,3,2017,2,1,1,30,1,NA,9,3,1,15,7,1,1,2,2,29,1,2,15,58,9999,NA,7,1,1,2,1,"Tolcayuca"
"9958",13,76,1,8,26,6,2017,2,1,1,18,1,2,13,76,1,8,5,1,1,2,2,18,1,NA,32,10,1,13,6,1,1,NA,1,"Tolcayuca"
"9959",13,76,1,8,15,3,2017,2,1,1,56,1,7,13,76,11,4,4,1,1,1,2,53,1,NA,20,482,1,8,4,1,1,2,1,"Tolcayuca"
"9960",13,76,1,8,16,12,2017,1,1,1,19,1,5,9,16,1,14,6,1,1,2,2,18,1,11,13,76,96,1,5,2,3,NA,1,"Tolcayuca"
"9961",13,76,1,8,9,3,2017,2,1,1,61,1,7,13,76,11,4,4,1,1,1,2,57,1,11,13,76,11,4,4,2,3,NA,1,"Tolcayuca"
"9962",13,76,1,8,22,9,2017,1,1,1,28,1,2,13,76,1,8,5,1,1,4,2,23,1,11,13,76,1,8,7,2,3,NA,1,"Tolcayuca"
"9963",13,76,1,8,22,4,2017,1,1,1,25,1,NA,13,41,1,8,7,1,1,2,2,20,1,11,13,76,1,8,6,2,2,NA,1,"Tolcayuca"
"9964",13,76,1,8,24,2,2017,2,1,1,26,1,NA,13,76,1,8,7,1,1,2,2,25,1,11,13,76,1,8,7,2,3,NA,1,"Tolcayuca"
"9965",13,76,1,8,15,12,2017,1,1,1,37,1,5,13,76,24,5,5,1,1,2,2,37,1,7,13,76,1,8,5,1,1,NA,1,"Tolcayuca"
"9966",13,76,1,8,12,1,2017,2,1,1,31,1,2,9,15,1,15,7,1,1,2,2,18,1,4,13,70,1,5,5,1,1,2,1,"Tolcayuca"
"9967",13,76,1,8,17,6,2017,2,1,1,25,1,NA,13,76,1,8,5,NA,NA,NA,2,24,1,NA,13,76,1,8,6,1,1,2,1,"Tolcayuca"
"9968",13,76,1,8,4,3,2017,1,1,1,32,1,2,15,104,9999,NA,7,1,1,2,2,32,1,2,9,16,1,14,7,1,1,2,1,"Tolcayuca"
"9969",32,34,1,7,2,6,2017,1,1,1,25,1,1,32,34,7777,1,7,1,1,NA,2,22,1,11,32,34,1,7,7,2,2,NA,1,"Moyahua de Estrada"
"9970",32,34,1,7,27,7,2017,2,1,1,26,1,2,32,34,1,7,7,1,1,2,2,28,1,NA,32,34,1,7,7,1,1,2,1,"Moyahua de Estrada"
"9971",32,34,1,7,7,6,2017,1,1,1,27,1,2,32,34,1,7,7,1,1,4,2,20,1,11,32,34,1,7,6,2,2,NA,1,"Moyahua de Estrada"
"9972",32,34,1,7,2,8,2017,1,1,1,31,1,2,32,34,1,7,7,1,1,4,2,22,1,11,32,34,1,7,7,2,3,NA,1,"Moyahua de Estrada"
"9973",32,34,1,7,19,5,2017,1,1,1,31,1,7,32,34,1,7,5,1,1,1,2,21,1,11,32,34,1,7,5,2,3,NA,1,"Moyahua de Estrada"
"9974",32,34,1,7,22,12,2017,1,1,1,32,1,2,32,34,9999,NA,7,1,1,2,2,35,1,2,32,34,1,7,7,1,1,2,1,"Moyahua de Estrada"
"9975",32,34,1,7,2,6,2017,1,1,1,29,1,6,32,34,7777,1,5,1,1,4,2,26,1,NA,32,34,7777,1,5,1,1,4,1,"Moyahua de Estrada"
"9976",23,4,1,13,14,2,2017,NA,1,1,34,1,NA,23,4,9999,NA,5,1,1,2,2,24,1,11,31,58,1,7,5,2,3,NA,1,"Isla Mujeres"
"9977",23,4,1,13,15,4,2017,NA,1,1,45,1,NA,23,4,9999,NA,7,1,1,2,2,28,1,NA,23,4,64,4,7,1,1,2,1,"Isla Mujeres"
"9978",23,4,1,13,4,5,2017,NA,1,1,39,1,NA,23,4,7777,1,6,1,1,2,2,46,1,NA,31,98,1,5,6,1,1,2,1,"Isla Mujeres"
"9979",23,4,1,13,14,2,2017,NA,1,1,44,1,NA,23,4,663,1,6,1,1,2,2,38,1,11,23,4,1,13,5,2,3,NA,1,"Isla Mujeres"
"9980",23,4,1,13,24,7,2017,NA,1,1,44,1,NA,9,999,9999,NA,6,1,1,2,2,46,1,7,9,999,9999,NA,5,1,1,2,1,"Isla Mujeres"
"9981",23,4,1,13,30,3,2017,NA,1,1,30,1,NA,23,4,1,13,5,1,1,2,2,33,1,NA,23,10,1,6,7,1,1,2,1,"Isla Mujeres"
"9982",23,4,1,13,25,8,2017,NA,1,1,48,1,4,31,50,1,15,5,1,1,2,2,44,1,4,30,131,1,13,5,1,1,2,1,"Isla Mujeres"
"9983",23,4,1,13,7,4,2017,NA,1,1,26,1,NA,27,4,1,14,7,1,1,2,2,23,1,NA,23,4,1,13,7,1,1,2,1,"Isla Mujeres"
"9984",23,4,1,13,22,12,2017,NA,1,1,39,1,4,23,6,9999,NA,6,1,1,2,2,28,1,NA,31,58,1,7,6,1,1,2,1,"Isla Mujeres"
"9985",23,4,1,13,14,2,2017,NA,1,1,55,1,NA,23,6,272,2,6,1,1,2,2,44,1,NA,31,102,55,4,4,1,1,2,1,"Isla Mujeres"
"9986",23,4,1,13,13,7,2017,NA,1,1,36,1,NA,23,4,1,13,6,1,1,2,2,28,1,NA,23,4,1,13,7,1,1,2,1,"Isla Mujeres"
"9987",23,4,1,13,20,5,2017,NA,1,1,31,1,7,27,2,96,4,6,1,1,2,2,32,1,9,23,4,1,13,6,1,1,2,1,"Isla Mujeres"
"9988",23,4,1,13,3,2,2017,NA,1,1,28,1,NA,16,41,9999,NA,6,1,1,2,2,31,1,NA,23,4,9999,NA,6,1,1,2,1,"Isla Mujeres"
"9989",23,4,1,13,8,4,2017,NA,1,1,31,1,2,23,4,1,13,7,1,1,2,2,27,1,NA,23,4,1,13,7,1,1,2,1,"Isla Mujeres"
"9990",23,4,1,13,31,1,2017,NA,1,1,28,1,NA,23,4,1,13,5,1,1,2,2,28,1,NA,23,4,1,13,5,NA,NA,NA,1,"Isla Mujeres"
"9991",23,4,1,13,9,11,2017,NA,1,1,32,1,2,30,108,9999,NA,7,1,1,2,2,24,1,11,27,2,1,12,7,2,2,NA,1,"Isla Mujeres"
"9992",23,4,1,13,14,2,2017,NA,1,1,23,1,6,4,10,7777,1,6,1,1,3,2,23,1,11,4,10,7777,1,6,2,3,NA,1,"Isla Mujeres"
"9993",23,4,1,13,14,10,2017,NA,1,1,36,1,2,23,4,1,13,7,1,1,2,2,30,1,2,23,4,9999,NA,7,1,1,2,1,"Isla Mujeres"
"9994",23,4,1,13,14,2,2017,NA,1,1,24,1,6,4,10,76,1,5,1,1,3,2,24,1,11,4,10,76,1,5,2,3,NA,1,"Isla Mujeres"
"9995",23,4,1,13,21,7,2017,NA,1,1,24,1,2,27,16,9999,NA,5,1,1,2,2,18,1,11,23,4,9999,NA,6,2,3,NA,1,"Isla Mujeres"
"9996",23,4,1,13,21,4,2017,NA,1,1,34,1,2,23,4,9999,NA,7,1,1,2,2,26,1,5,23,4,9999,NA,7,1,1,2,1,"Isla Mujeres"
"9997",23,4,1,13,2,3,2017,NA,1,1,26,1,NA,25,15,1,11,5,1,1,2,2,27,1,11,23,4,1,13,6,2,2,NA,1,"Isla Mujeres"
"9998",23,4,1,13,24,8,2017,NA,1,1,24,1,2,23,4,9999,NA,6,1,1,2,2,22,1,NA,23,4,9999,NA,6,1,1,2,1,"Isla Mujeres"
"9999",23,4,1,13,29,8,2017,NA,1,1,24,1,NA,23,4,9999,NA,6,1,1,2,2,23,1,11,23,4,1,13,6,2,3,NA,1,"Isla Mujeres"
"10000",23,4,1,13,2,7,2017,NA,1,1,43,1,NA,23,999,9999,NA,6,1,1,2,2,53,1,11,23,4,9999,NA,4,2,3,NA,1,"Isla Mujeres"
"10001",16,13,1,4,3,3,2017,2,1,1,26,1,2,15,122,1,14,6,1,1,NA,2,29,1,11,16,13,7777,1,5,2,3,NA,1,"Buenavista"
"10002",9,13,1,14,15,9,2017,1,1,1,47,1,7,9,13,1,14,4,1,1,3,2,42,1,11,9,13,1,14,4,2,3,NA,1,"Tlalpan"
"10003",9,13,1,14,10,6,2017,1,1,1,28,1,3,9,13,1,14,5,1,1,2,2,28,1,3,9,7,1,17,5,1,1,2,1,"Tlalpan"
"10004",9,13,1,14,22,3,2017,1,1,1,37,1,NA,9,13,1,14,5,1,1,2,2,35,1,NA,9,13,1,14,5,1,1,2,1,"Tlalpan"
"10005",9,13,1,14,14,9,2017,1,1,1,73,1,11,9,13,1,14,5,2,4,NA,2,65,1,11,9,13,1,14,4,2,3,NA,1,"Tlalpan"
"10006",9,13,1,14,4,5,2017,1,1,1,60,1,NA,9,13,1,14,5,1,1,2,2,61,1,11,17,26,7777,1,5,2,3,NA,1,"Tlalpan"
"10007",9,13,1,14,30,11,2017,2,2,2,69,1,2,9,13,131,1,7,1,1,2,2,52,1,2,9,13,131,1,7,1,1,2,3,"Tlalpan"
"10008",9,13,1,14,24,2,2017,2,1,1,33,1,2,9,13,1,14,7,1,1,2,2,23,2,1,9,13,1,14,6,1,1,2,1,"Tlalpan"
"10009",9,13,1,14,4,10,2017,1,1,1,58,1,NA,9,13,1,14,5,1,1,2,2,58,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10010",9,13,1,14,10,6,2017,2,1,1,40,1,2,9,5,1,16,7,1,1,2,2,33,1,2,9,13,1,14,7,1,1,2,1,"Tlalpan"
"10011",9,13,1,14,9,2,2017,1,1,1,41,1,8,9,13,1,14,5,1,1,2,2,36,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10012",9,13,1,14,22,3,2017,1,1,1,27,1,NA,9,13,1,14,5,1,1,2,2,29,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10013",9,13,1,14,22,3,2017,2,1,1,36,1,7,9,9,29,5,5,1,1,4,2,35,1,4,9,9,29,5,5,1,1,4,1,"Tlalpan"
"10014",9,13,1,14,2,3,2017,2,1,1,33,1,2,9,13,1,14,7,1,1,2,2,31,1,2,9,13,1,14,7,1,1,2,1,"Tlalpan"
"10015",9,13,1,14,1,4,2017,1,1,1,30,1,2,9,3,1,15,7,1,1,2,2,28,1,2,9,13,1,14,7,1,1,2,1,"Tlalpan"
"10016",9,13,1,14,24,2,2017,1,1,1,27,1,NA,9,13,1,14,6,1,1,2,2,19,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10017",9,13,1,14,18,8,2017,1,1,1,30,1,NA,9,13,1,14,5,1,1,2,2,30,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10018",9,13,1,14,22,3,2017,1,1,1,23,1,7,9,5,1,16,4,1,1,1,2,26,1,11,9,5,1,16,5,2,3,NA,1,"Tlalpan"
"10019",9,13,1,14,22,3,2017,1,1,1,45,1,7,9,13,1,14,4,1,1,1,2,45,1,11,9,13,1,14,4,2,3,NA,1,"Tlalpan"
"10020",9,13,1,14,7,9,2017,1,1,1,25,1,NA,9,13,1,14,5,1,1,2,2,21,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10021",9,13,1,14,9,3,2017,2,1,1,28,1,2,9,13,1,14,7,1,1,2,2,26,1,3,15,25,1,13,6,1,1,2,1,"Tlalpan"
"10022",9,13,1,14,22,3,2017,2,1,1,41,1,7,9,13,1,14,5,1,1,1,2,31,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10023",9,13,1,14,22,3,2017,1,1,1,26,1,NA,9,13,1,14,5,1,1,2,2,24,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10024",9,13,1,14,31,8,2017,2,1,1,26,1,2,9,13,1,14,7,1,1,2,2,26,1,2,9,13,1,14,7,1,1,2,1,"Tlalpan"
"10025",9,13,1,14,22,3,2017,1,1,1,49,1,11,9,13,1,14,5,2,4,NA,2,43,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10026",9,13,1,14,13,10,2017,1,1,1,28,1,NA,9,13,1,14,5,1,1,2,2,26,1,NA,9,13,131,1,5,1,1,2,1,"Tlalpan"
"10027",9,13,1,14,10,3,2017,2,1,1,38,1,2,9,13,1,14,7,1,1,2,2,35,1,NA,15,121,1,14,5,1,1,2,1,"Tlalpan"
"10028",9,13,1,14,10,8,2017,1,1,1,23,1,NA,9,13,1,14,5,1,1,2,2,18,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10029",9,13,1,14,4,2,2017,2,1,1,29,1,NA,15,57,1,15,6,1,1,2,2,21,1,11,9,14,1,14,6,2,2,NA,1,"Tlalpan"
"10030",9,13,1,14,22,3,2017,1,1,1,32,1,7,9,13,1,14,5,1,1,1,2,27,1,11,9,13,1,14,4,2,3,NA,1,"Tlalpan"
"10031",9,13,1,14,30,3,2017,1,1,1,65,1,NA,9,3,1,15,6,1,1,2,2,64,1,11,9,13,1,14,6,2,3,NA,1,"Tlalpan"
"10032",9,13,1,14,10,3,2017,1,1,1,31,1,2,9,13,1,14,7,1,1,2,2,30,1,2,9,7,1,17,7,1,1,2,1,"Tlalpan"
"10033",9,13,1,14,9,5,2017,1,1,1,61,1,NA,9,13,1,14,5,1,1,2,2,52,1,NA,9,13,1,14,5,1,1,2,1,"Tlalpan"
"10034",9,13,1,14,20,4,2017,1,1,1,22,1,NA,9,13,1,14,5,1,1,2,2,29,1,NA,9,13,1,14,5,1,1,2,1,"Tlalpan"
"10035",9,13,1,14,1,9,2017,1,1,1,34,1,2,9,13,1,14,7,1,1,2,2,36,1,5,9,13,1,14,5,1,1,4,1,"Tlalpan"
"10036",9,13,1,14,13,1,2017,1,1,1,67,1,11,9,13,1,14,5,2,4,NA,2,66,1,11,9,13,1,14,5,2,4,NA,1,"Tlalpan"
"10037",9,13,1,14,9,12,2017,2,1,1,31,1,8,9,13,1,14,5,1,1,2,2,39,1,NA,9,13,1,14,6,1,1,2,1,"Tlalpan"
"10038",9,13,1,14,12,4,2017,2,2,2,42,1,1,9,13,1,14,7,1,1,2,2,42,2,5,9,13,1,14,5,1,1,2,3,"Tlalpan"
"10039",9,13,1,14,22,3,2017,1,1,1,28,1,8,9,13,1,14,5,1,1,2,2,19,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10040",9,13,1,14,10,11,2017,1,1,1,28,1,5,9,13,1,14,5,1,1,2,2,31,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10041",9,13,1,14,1,4,2017,2,1,1,25,1,NA,9,13,1,14,5,1,1,2,2,20,1,11,9,13,1,14,7,2,2,NA,1,"Tlalpan"
"10042",9,13,1,14,26,8,2017,2,1,1,32,1,2,9,13,1,14,7,1,1,2,2,29,1,2,9,8,1,13,7,1,1,2,1,"Tlalpan"
"10043",9,13,1,14,9,11,2017,1,1,1,29,1,4,9,13,1,14,5,1,1,2,2,34,1,11,9,13,1,14,5,2,3,NA,1,"Tlalpan"
"10044",9,13,1,14,29,9,2017,1,1,1,47,1,2,9,13,1,14,7,1,1,2,2,37,1,NA,9,13,1,14,6,1,1,2,1,"Tlalpan"
"10045",9,13,1,14,17,3,2017,1,1,1,25,1,NA,9,13,1,14,5,1,1,2,2,26,1,11,9,13,1,14,5,2,2,NA,1,"Tlalpan"
"10046",9,13,1,14,17,2,2017,1,1,1,26,2,NA,9,13,1,14,5,1,1,2,2,27,1,NA,21,4,1,8,5,1,1,2,1,"Tlalpan"
